"Time shift (s)","Autocorrelation of sum"
4.689996353E0,1.263550909E-3
4.720034895E0,7.186277057E-3
4.750011978E0,1.292828917E-2
4.779978645E0,1.857685850E-2
4.799999478E0,2.351475047E-2
4.829999478E0,2.785189517E-2
4.850014582E0,3.165842993E-2
4.870026041E0,3.452439224E-2
4.899983853E0,3.641536491E-2
4.930048957E0,3.723037549E-2
4.959989061E0,3.694013275E-2
4.979996874E0,3.589977018E-2
